session_id,round,question_id,asked_question_id,correctness,depth,clarity,practicality,tradeoffs,overall_score,provenance,missing_points
150,3,150,956,0.525,0.499,0.563,0.588,0.469,0.5291,rule,"[""一致性权衡"", ""生产环境验证""]"
150,4,163,957,0.597,0.693,0.621,0.614,0.603,0.6268,rule,"[""核心概念边界"", ""一致性权衡""]"
150,5,107,958,0.535,0.568,0.512,0.652,0.616,0.5692,rule,"[""核心概念边界"", ""异常场景处理"", ""监控与回滚方案""]"
150,6,153,959,0.727,0.732,0.809,0.79,0.813,0.764,hybrid,"[""一致性权衡""]"
150,7,57,960,0.641,0.576,0.6,0.609,0.52,0.5979,rule,"[""性能瓶颈分析""]"
150,8,150,961,0.64,0.653,0.542,0.614,0.699,0.6296,hybrid,"[""生产环境验证"", ""监控与回滚方案""]"
151,1,191,962,0.888,0.744,0.92,0.803,0.732,0.8255,rule,"[""异常场景处理""]"
151,2,89,963,0.727,0.713,0.752,0.725,0.696,0.7239,rule,"[""核心概念边界"", ""异常场景处理""]"
151,3,68,964,0.668,0.649,0.805,0.753,0.648,0.6987,rule,"[""监控与回滚方案"", ""一致性权衡""]"
151,4,113,965,0.652,0.657,0.742,0.817,0.694,0.7019,rule,"[""监控与回滚方案"", ""生产环境验证""]"
151,5,63,966,0.859,0.716,0.779,0.76,0.793,0.7871,llm,[]
152,1,160,967,0.84,0.848,0.813,0.773,0.796,0.8202,rule,"[""性能瓶颈分析""]"
152,2,166,968,0.67,0.646,0.777,0.637,0.571,0.6643,rule,"[""核心概念边界"", ""监控与回滚方案""]"
152,3,173,969,0.98,0.83,0.801,0.771,0.801,0.8563,llm,"[""核心概念边界""]"
152,4,61,970,0.888,0.789,0.893,0.873,0.823,0.8552,rule,"[""监控与回滚方案""]"
152,5,181,971,0.777,0.752,0.842,0.826,0.818,0.796,rule,"[""异常场景处理""]"
152,6,152,972,0.836,0.759,0.779,0.73,0.781,0.7835,rule,[]
152,7,142,973,0.656,0.745,0.744,0.712,0.751,0.7135,llm,"[""异常场景处理""]"
152,8,157,974,0.717,0.708,0.814,0.82,0.678,0.7436,rule,"[""核心概念边界"", ""异常场景处理""]"
153,1,87,975,0.946,0.96,0.941,0.98,0.98,0.9585,hybrid,[]
153,2,89,976,0.743,0.754,0.688,0.582,0.692,0.7021,rule,"[""核心概念边界"", ""异常场景处理""]"
153,3,90,977,0.746,0.675,0.77,0.669,0.744,0.7203,rule,"[""性能瓶颈分析"", ""一致性权衡""]"
153,4,74,978,0.671,0.689,0.683,0.753,0.786,0.7059,rule,"[""生产环境验证""]"
153,5,68,979,0.794,0.746,0.817,0.795,0.755,0.7822,rule,"[""一致性权衡""]"
154,1,192,980,0.893,0.796,0.976,0.961,0.902,0.8975,rule,"[""监控与回滚方案""]"
154,2,124,981,0.708,0.619,0.736,0.715,0.81,0.7066,rule,"[""核心概念边界"", ""监控与回滚方案""]"
154,3,128,982,0.928,0.951,0.887,0.937,0.925,0.9274,rule,"[""一致性权衡""]"
154,4,129,983,0.87,0.924,0.932,0.889,0.879,0.8974,llm,"[""监控与回滚方案""]"
154,5,142,984,0.675,0.849,0.797,0.772,0.822,0.7715,rule,"[""性能瓶颈分析"", ""一致性权衡""]"
154,6,145,985,0.897,0.802,0.857,0.785,0.861,0.8446,rule,[]
154,7,119,986,0.901,0.819,0.852,0.847,0.813,0.8533,rule,[]
154,8,100,987,0.846,0.98,0.878,0.903,0.933,0.9032,rule,"[""监控与回滚方案""]"
155,1,133,988,0.721,0.658,0.74,0.738,0.684,0.7079,llm,"[""监控与回滚方案"", ""一致性权衡""]"
155,2,117,989,0.839,0.859,0.899,0.913,0.878,0.8713,rule,"[""监控与回滚方案""]"
155,3,60,990,0.876,0.846,0.852,0.842,0.83,0.8531,rule,"[""监控与回滚方案""]"
155,4,127,991,0.738,0.626,0.666,0.782,0.713,0.7042,rule,"[""监控与回滚方案""]"
155,5,140,992,0.889,0.886,0.872,0.829,0.862,0.872,rule,[]
155,6,142,993,0.872,0.81,0.816,0.807,0.794,0.8271,rule,"[""性能瓶颈分析""]"
155,7,145,994,0.827,0.829,0.976,0.907,0.957,0.8833,rule,[]
156,1,182,995,0.737,0.79,0.727,0.73,0.74,0.7466,rule,"[""生产环境验证"", ""核心概念边界""]"
156,2,184,996,0.802,0.778,0.781,0.823,0.859,0.8042,rule,"[""性能瓶颈分析""]"
156,3,140,997,0.761,0.674,0.781,0.753,0.694,0.7343,rule,"[""核心概念边界""]"
156,4,139,998,0.914,0.889,0.97,0.919,0.89,0.9153,rule,[]
156,5,106,999,0.794,0.772,0.834,0.851,0.842,0.8116,rule,[]
156,6,56,1000,0.763,0.86,0.779,0.818,0.857,0.8097,llm,[]
157,1,3,1001,0.614,0.616,0.712,0.607,0.652,0.6349,rule,"[""核心概念边界""]"
157,2,23,1002,0.661,0.587,0.757,0.578,0.595,0.6377,hybrid,"[""一致性权衡""]"
157,3,32,1003,0.574,0.596,0.57,0.545,0.615,0.5787,rule,"[""生产环境验证"", ""一致性权衡""]"
158,1,94,1004,0.55,0.396,0.57,0.476,0.32,0.4756,rule,"[""生产环境验证"", ""监控与回滚方案""]"
158,2,51,1005,0.738,0.693,0.713,0.741,0.774,0.7287,rule,"[""异常场景处理""]"
158,3,41,1006,0.533,0.597,0.614,0.561,0.599,0.5751,llm,"[""异常场景处理"", ""核心概念边界""]"
158,4,44,1007,0.59,0.543,0.608,0.642,0.588,0.5909,llm,"[""生产环境验证"", ""性能瓶颈分析""]"
158,5,52,1008,0.626,0.724,0.81,0.73,0.678,0.7041,llm,"[""一致性权衡""]"
158,6,4,1009,0.682,0.812,0.791,0.798,0.864,0.774,hybrid,"[""异常场景处理"", ""一致性权衡""]"
158,7,10,1010,0.703,0.79,0.753,0.747,0.749,0.7451,rule,"[""异常场景处理""]"
159,1,85,1011,0.465,0.571,0.592,0.593,0.612,0.5519,rule,"[""一致性权衡"", ""性能瓶颈分析""]"
159,2,110,1012,0.596,0.568,0.598,0.6,0.696,0.6035,rule,"[""监控与回滚方案"", ""生产环境验证""]"
159,3,88,1013,0.553,0.581,0.663,0.59,0.574,0.5873,hybrid,"[""异常场景处理"", ""核心概念边界""]"
159,4,73,1014,0.697,0.663,0.722,0.675,0.627,0.6806,llm,"[""异常场景处理""]"
159,5,97,1015,0.699,0.754,0.716,0.792,0.71,0.732,rule,"[""一致性权衡"", ""异常场景处理""]"
159,6,112,1016,0.683,0.613,0.688,0.686,0.682,0.6682,rule,"[""核心概念边界""]"
159,7,102,1017,0.719,0.743,0.731,0.77,0.625,0.7228,rule,"[""监控与回滚方案"", ""一致性权衡""]"
159,8,83,1018,0.548,0.526,0.571,0.559,0.506,0.5434,hybrid,"[""异常场景处理"", ""一致性权衡""]"
160,1,8,1019,0.456,0.408,0.382,0.488,0.416,0.4327,rule,"[""核心概念边界"", ""监控与回滚方案"", ""生产环境验证""]"
160,2,29,1020,0.543,0.451,0.493,0.582,0.5,0.5143,rule,"[""一致性权衡"", ""异常场景处理""]"
160,3,22,1021,0.436,0.388,0.525,0.528,0.472,0.4603,rule,"[""异常场景处理"", ""一致性权衡""]"
160,4,12,1022,0.56,0.648,0.689,0.651,0.797,0.6484,rule,"[""核心概念边界"", ""一致性权衡""]"
160,5,91,1023,0.444,0.472,0.406,0.426,0.516,0.45,rule,"[""一致性权衡"", ""异常场景处理""]"
160,6,5,1024,0.523,0.555,0.405,0.438,0.542,0.4985,rule,"[""生产环境验证"", ""一致性权衡""]"
160,7,93,1025,0.546,0.617,0.579,0.488,0.674,0.5748,rule,"[""核心概念边界"", ""监控与回滚方案""]"
160,8,53,1026,0.441,0.493,0.392,0.469,0.376,0.4408,hybrid,"[""生产环境验证"", ""异常场景处理"", ""监控与回滚方案""]"
161,1,58,1027,0.384,0.453,0.485,0.463,0.507,0.4464,rule,"[""一致性权衡"", ""生产环境验证""]"
161,2,171,1028,0.396,0.391,0.472,0.416,0.421,0.4143,rule,"[""监控与回滚方案"", ""性能瓶颈分析"", ""核心概念边界""]"
161,3,175,1029,0.455,0.313,0.436,0.484,0.506,0.4308,llm,"[""监控与回滚方案"", ""性能瓶颈分析""]"
161,4,66,1030,0.416,0.575,0.475,0.468,0.572,0.492,rule,"[""核心概念边界"", ""一致性权衡""]"
161,5,154,1031,0.373,0.397,0.378,0.447,0.375,0.3925,rule,"[""性能瓶颈分析"", ""一致性权衡""]"
162,1,59,1032,0.238,0.3,0.229,0.291,0.273,0.2645,rule,"[""核心概念边界"", ""异常场景处理"", ""性能瓶颈分析""]"
162,2,9,1033,0.591,0.595,0.699,0.562,0.508,0.5945,rule,"[""一致性权衡"", ""核心概念边界""]"
162,3,28,1034,0.583,0.432,0.555,0.504,0.437,0.5112,rule,"[""监控与回滚方案"", ""核心概念边界""]"
162,4,7,1035,0.453,0.36,0.482,0.354,0.326,0.4035,rule,"[""性能瓶颈分析"", ""生产环境验证""]"
163,1,60,1036,0.52,0.543,0.599,0.573,0.51,0.5464,rule,"[""核心概念边界"", ""一致性权衡"", ""生产环境验证""]"
163,2,185,1037,0.646,0.633,0.658,0.715,0.726,0.6671,llm,"[""核心概念边界"", ""性能瓶颈分析""]"
163,3,142,1038,0.471,0.57,0.508,0.48,0.613,0.5203,rule,"[""生产环境验证"", ""一致性权衡"", ""异常场景处理""]"
163,4,189,1039,0.801,0.782,0.854,0.816,0.823,0.8109,rule,[]
163,5,106,1040,0.766,0.751,0.656,0.642,0.682,0.7119,rule,"[""性能瓶颈分析""]"
163,6,140,1041,0.604,0.524,0.59,0.599,0.585,0.5798,rule,"[""核心概念边界"", ""生产环境验证""]"
164,1,167,1042,0.649,0.551,0.643,0.645,0.608,0.6194,rule,"[""监控与回滚方案"", ""一致性权衡""]"
164,2,55,1043,0.54,0.416,0.531,0.48,0.41,0.4825,hybrid,"[""一致性权衡"", ""生产环境验证""]"
164,3,36,1044,0.693,0.499,0.619,0.73,0.693,0.6421,hybrid,"[""生产环境验证"", ""异常场景处理""]"
164,4,48,1045,0.655,0.672,0.681,0.615,0.705,0.663,rule,"[""一致性权衡"", ""核心概念边界""]"
164,5,43,1046,0.653,0.679,0.75,0.592,0.646,0.6643,llm,"[""性能瓶颈分析"", ""核心概念边界""]"
165,1,148,1047,0.407,0.439,0.546,0.427,0.438,0.4453,llm,"[""监控与回滚方案"", ""核心概念边界""]"
165,2,105,1048,0.68,0.663,0.607,0.688,0.598,0.6545,rule,"[""异常场景处理"", ""监控与回滚方案""]"
165,3,165,1049,0.747,0.629,0.763,0.702,0.688,0.7073,rule,"[""性能瓶颈分析"", ""一致性权衡""]"
165,4,167,1050,0.771,0.774,0.852,0.779,0.756,0.785,rule,"[""性能瓶颈分析""]"
165,5,166,1051,0.528,0.605,0.577,0.568,0.621,0.573,rule,"[""异常场景处理"", ""核心概念边界"", ""一致性权衡""]"
165,6,59,1052,0.829,0.723,0.698,0.787,0.806,0.7721,rule,"[""一致性权衡""]"
165,7,139,1053,0.691,0.55,0.682,0.547,0.613,0.6226,rule,"[""一致性权衡""]"
165,8,157,1054,0.564,0.682,0.562,0.638,0.641,0.6134,rule,"[""监控与回滚方案""]"
166,1,103,1055,0.767,0.662,0.712,0.665,0.692,0.7064,rule,"[""核心概念边界""]"
166,2,173,1056,0.792,0.776,0.666,0.78,0.705,0.7536,llm,"[""一致性权衡"", ""监控与回滚方案""]"
166,3,56,1057,0.685,0.676,0.698,0.664,0.669,0.6795,llm,"[""一致性权衡""]"
166,4,182,1058,0.659,0.543,0.715,0.681,0.603,0.6384,rule,"[""性能瓶颈分析""]"
166,5,181,1059,0.745,0.873,0.794,0.714,0.835,0.7892,rule,[]
166,6,152,1060,0.746,0.768,0.707,0.734,0.752,0.7434,rule,"[""监控与回滚方案""]"
166,7,192,1061,0.613,0.725,0.748,0.677,0.691,0.6829,rule,"[""核心概念边界"", ""监控与回滚方案""]"
166,8,142,1062,0.742,0.526,0.652,0.768,0.704,0.6764,llm,"[""异常场景处理"", ""生产环境验证""]"
167,1,191,1063,0.751,0.872,0.779,0.915,0.857,0.8251,rule,[]
167,2,60,1064,0.624,0.707,0.642,0.715,0.784,0.6824,llm,"[""核心概念边界""]"
167,3,150,1065,0.782,0.749,0.759,0.751,0.7,0.7545,rule,"[""核心概念边界"", ""性能瓶颈分析""]"
167,4,152,1066,0.601,0.623,0.685,0.703,0.615,0.6396,rule,"[""异常场景处理""]"
168,1,190,1067,0.626,0.537,0.625,0.591,0.499,0.5828,rule,"[""性能瓶颈分析"", ""异常场景处理""]"
168,2,146,1068,0.733,0.7,0.74,0.806,0.671,0.7306,rule,"[""一致性权衡"", ""生产环境验证""]"
168,3,50,1069,0.851,0.803,0.837,0.818,0.765,0.8208,rule,"[""生产环境验证""]"
168,4,101,1070,0.808,0.818,0.82,0.717,0.752,0.7895,rule,[]
168,5,113,1071,0.567,0.542,0.724,0.606,0.546,0.5917,rule,"[""性能瓶颈分析"", ""异常场景处理""]"
168,6,90,1072,0.737,0.706,0.773,0.852,0.793,0.7626,rule,"[""监控与回滚方案"", ""异常场景处理""]"
168,7,106,1073,0.856,0.711,0.789,0.785,0.743,0.7848,llm,[]
168,8,77,1074,0.639,0.734,0.734,0.645,0.821,0.7021,rule,"[""生产环境验证"", ""异常场景处理""]"
169,1,143,1075,0.547,0.464,0.495,0.428,0.512,0.4942,llm,"[""生产环境验证"", ""性能瓶颈分析"", ""异常场景处理""]"
169,2,108,1076,0.586,0.537,0.491,0.525,0.449,0.5304,llm,"[""一致性权衡"", ""核心概念边界""]"
169,3,3,1077,0.589,0.659,0.631,0.654,0.697,0.6372,rule,"[""一致性权衡"", ""监控与回滚方案""]"
169,4,60,1078,0.48,0.398,0.435,0.459,0.532,0.4568,rule,"[""异常场景处理"", ""核心概念边界"", ""一致性权衡""]"
169,5,29,1079,0.646,0.713,0.677,0.644,0.756,0.6807,hybrid,"[""异常场景处理""]"
170,1,14,1080,0.585,0.484,0.605,0.568,0.532,0.5553,rule,"[""监控与回滚方案"", ""性能瓶颈分析""]"
170,2,6,1081,0.436,0.431,0.435,0.492,0.494,0.4515,rule,"[""异常场景处理"", ""监控与回滚方案""]"
170,3,16,1082,0.633,0.719,0.574,0.681,0.661,0.6548,rule,"[""监控与回滚方案""]"
170,4,54,1083,0.474,0.525,0.462,0.494,0.39,0.4761,rule,"[""一致性权衡"", ""性能瓶颈分析"", ""监控与回滚方案""]"
170,5,163,1084,0.476,0.461,0.472,0.449,0.493,0.4695,rule,"[""一致性权衡"", ""监控与回滚方案""]"
170,6,26,1085,0.65,0.787,0.708,0.651,0.708,0.699,rule,"[""核心概念边界"", ""异常场景处理""]"
170,7,10,1086,0.709,0.689,0.626,0.643,0.674,0.6746,rule,"[""异常场景处理""]"
171,1,180,1087,0.535,0.509,0.426,0.516,0.569,0.5115,rule,"[""生产环境验证"", ""核心概念边界""]"
171,2,170,1088,0.588,0.545,0.531,0.581,0.601,0.5687,rule,"[""异常场景处理"", ""性能瓶颈分析"", ""监控与回滚方案""]"
171,3,158,1089,0.694,0.553,0.524,0.593,0.578,0.6004,rule,"[""性能瓶颈分析"", ""生产环境验证""]"
171,4,163,1090,0.468,0.561,0.449,0.55,0.565,0.5129,rule,"[""监控与回滚方案"", ""核心概念边界"", ""一致性权衡""]"
171,5,159,1091,0.608,0.48,0.588,0.567,0.571,0.5635,rule,"[""生产环境验证"", ""核心概念边界"", ""异常场景处理""]"
171,6,183,1092,0.642,0.48,0.63,0.608,0.582,0.5892,llm,"[""生产环境验证""]"
171,7,104,1093,0.511,0.56,0.323,0.524,0.588,0.5024,rule,"[""生产环境验证"", ""一致性权衡""]"
171,8,105,1094,0.683,0.634,0.545,0.584,0.659,0.6281,rule,"[""一致性权衡""]"
172,1,60,1095,0.577,0.543,0.612,0.571,0.487,0.5624,rule,"[""生产环境验证"", ""监控与回滚方案"", ""一致性权衡""]"
172,2,36,1096,0.662,0.623,0.693,0.674,0.627,0.656,rule,"[""监控与回滚方案""]"
172,3,192,1097,0.637,0.546,0.406,0.627,0.613,0.5721,llm,"[""性能瓶颈分析"", ""一致性权衡""]"
172,4,37,1098,0.717,0.626,0.537,0.695,0.649,0.653,rule,"[""异常场景处理""]"
172,5,39,1099,0.643,0.72,0.639,0.739,0.738,0.6886,llm,"[""一致性权衡""]"
172,6,32,1100,0.612,0.574,0.588,0.562,0.597,0.5889,rule,"[""一致性权衡""]"
173,1,85,1101,0.691,0.863,0.824,0.789,0.832,0.7881,rule,"[""核心概念边界""]"
173,2,89,1102,0.419,0.517,0.481,0.48,0.477,0.4699,rule,"[""一致性权衡"", ""异常场景处理"", ""核心概念边界""]"
173,3,88,1103,0.556,0.623,0.569,0.705,0.692,0.6166,llm,"[""一致性权衡""]"
173,4,86,1104,0.525,0.589,0.526,0.581,0.629,0.5629,llm,"[""一致性权衡"", ""生产环境验证"", ""异常场景处理""]"
173,5,191,1105,0.689,0.7,0.702,0.63,0.741,0.6907,rule,"[""性能瓶颈分析""]"
174,1,189,1106,0.637,0.755,0.579,0.652,0.755,0.6721,rule,"[""核心概念边界""]"
174,2,44,1107,0.641,0.577,0.494,0.62,0.502,0.5797,rule,"[""异常场景处理"", ""性能瓶颈分析"", ""监控与回滚方案""]"
174,3,164,1108,0.857,0.638,0.65,0.781,0.667,0.734,llm,"[""生产环境验证""]"
174,4,187,1109,0.625,0.612,0.631,0.678,0.643,0.6346,llm,"[""性能瓶颈分析"", ""监控与回滚方案""]"
174,5,55,1110,0.604,0.52,0.633,0.722,0.703,0.6225,rule,"[""生产环境验证"", ""异常场景处理""]"
175,1,143,1111,0.579,0.526,0.557,0.632,0.525,0.5652,llm,"[""监控与回滚方案"", ""性能瓶颈分析""]"
175,2,171,1112,0.557,0.617,0.565,0.717,0.68,0.6153,llm,"[""一致性权衡""]"
175,3,139,1113,0.494,0.417,0.509,0.484,0.481,0.4755,rule,"[""核心概念边界"", ""性能瓶颈分析""]"
175,4,183,1114,0.673,0.682,0.527,0.708,0.767,0.6686,hybrid,"[""性能瓶颈分析""]"
175,5,180,1115,0.716,0.725,0.728,0.708,0.742,0.7222,rule,"[""性能瓶颈分析"", ""异常场景处理""]"
175,6,60,1116,0.486,0.5,0.485,0.491,0.57,0.5009,rule,"[""性能瓶颈分析"", ""监控与回滚方案"", ""一致性权衡""]"
175,7,104,1117,0.78,0.739,0.675,0.689,0.706,0.7277,rule,"[""生产环境验证""]"
176,1,189,1118,0.664,0.478,0.502,0.467,0.443,0.5313,llm,"[""生产环境验证"", ""核心概念边界""]"
176,2,136,1119,0.493,0.445,0.536,0.623,0.5,0.5122,rule,"[""生产环境验证"", ""监控与回滚方案""]"
176,3,143,1120,0.666,0.554,0.525,0.683,0.58,0.608,llm,"[""监控与回滚方案"", ""一致性权衡""]"
176,4,58,1121,0.703,0.588,0.681,0.666,0.639,0.6583,rule,"[""核心概念边界"", ""生产环境验证""]"
176,5,145,1122,0.463,0.557,0.481,0.428,0.45,0.48,rule,"[""生产环境验证"", ""异常场景处理""]"
177,1,29,1123,0.595,0.634,0.446,0.608,0.653,0.5884,llm,"[""一致性权衡"", ""生产环境验证""]"
177,2,62,1124,0.491,0.549,0.547,0.55,0.426,0.5154,rule,"[""一致性权衡"", ""核心概念边界""]"
177,3,141,1125,0.524,0.536,0.475,0.519,0.552,0.5213,hybrid,"[""监控与回滚方案"", ""性能瓶颈分析"", ""生产环境验证""]"
177,4,3,1126,0.737,0.749,0.754,0.723,0.652,0.7293,llm,"[""核心概念边界""]"
178,1,80,1127,0.737,0.64,0.651,0.758,0.782,0.7096,rule,"[""生产环境验证""]"
178,2,87,1128,0.608,0.61,0.554,0.664,0.699,0.6206,hybrid,"[""一致性权衡"", ""性能瓶颈分析""]"
178,3,69,1129,0.641,0.503,0.569,0.625,0.618,0.5914,llm,"[""性能瓶颈分析""]"
178,4,65,1130,0.673,0.737,0.766,0.945,0.89,0.778,rule,"[""监控与回滚方案""]"
178,5,102,1131,0.732,0.65,0.812,0.778,0.729,0.7342,rule,"[""异常场景处理"", ""核心概念边界""]"
179,1,150,1132,0.605,0.624,0.642,0.654,0.655,0.6305,rule,"[""性能瓶颈分析"", ""监控与回滚方案""]"
179,2,35,1133,0.532,0.46,0.607,0.525,0.444,0.5156,rule,"[""核心概念边界"", ""生产环境验证""]"
179,3,65,1134,0.662,0.752,0.704,0.709,0.74,0.708,llm,"[""一致性权衡"", ""生产环境验证""]"
179,4,92,1135,0.691,0.531,0.668,0.568,0.476,0.6015,llm,"[""异常场景处理""]"
179,5,50,1136,0.658,0.709,0.562,0.618,0.733,0.6562,rule,"[""一致性权衡""]"
179,6,167,1137,0.527,0.481,0.446,0.56,0.55,0.5114,rule,"[""性能瓶颈分析"", ""监控与回滚方案"", ""生产环境验证""]"
179,7,146,1138,0.578,0.574,0.603,0.67,0.657,0.6071,rule,"[""异常场景处理""]"
180,1,101,1139,0.516,0.385,0.523,0.519,0.565,0.4938,rule,"[""性能瓶颈分析"", ""核心概念边界"", ""生产环境验证""]"
180,2,72,1140,0.515,0.503,0.608,0.543,0.56,0.5387,rule,"[""异常场景处理"", ""一致性权衡""]"
180,3,78,1141,0.653,0.583,0.591,0.621,0.618,0.6162,rule,"[""性能瓶颈分析""]"
180,4,105,1142,0.706,0.601,0.64,0.571,0.625,0.637,rule,"[""核心概念边界"", ""监控与回滚方案""]"
180,5,97,1143,0.684,0.563,0.63,0.678,0.689,0.6465,rule,"[""性能瓶颈分析"", ""核心概念边界""]"
180,6,51,1144,0.748,0.587,0.76,0.607,0.593,0.6688,llm,"[""生产环境验证""]"
180,7,79,1145,0.659,0.612,0.544,0.594,0.49,0.5958,rule,"[""异常场景处理""]"
180,8,83,1146,0.641,0.631,0.733,0.714,0.705,0.6751,rule,"[""生产环境验证"", ""监控与回滚方案""]"
181,1,172,1147,0.252,0.322,0.277,0.39,0.37,0.3107,llm,"[""核心概念边界"", ""监控与回滚方案"", ""生产环境验证""]"
181,2,176,1148,0.64,0.577,0.554,0.546,0.594,0.5888,hybrid,"[""生产环境验证"", ""核心概念边界""]"
181,3,162,1149,0.261,0.249,0.265,0.309,0.251,0.2659,rule,"[""监控与回滚方案"", ""核心概念边界"", ""异常场景处理""]"
181,4,105,1150,0.5,0.475,0.515,0.596,0.627,0.5296,rule,"[""核心概念边界"", ""生产环境验证""]"
181,5,149,1151,0.355,0.23,0.337,0.325,0.273,0.3074,rule,"[""性能瓶颈分析"", ""一致性权衡""]"
182,1,165,1152,0.503,0.36,0.374,0.46,0.35,0.4209,rule,"[""异常场景处理"", ""性能瓶颈分析"", ""监控与回滚方案""]"
182,2,179,1153,0.419,0.38,0.433,0.533,0.51,0.4437,rule,"[""生产环境验证"", ""核心概念边界"", ""监控与回滚方案""]"
182,3,167,1154,0.464,0.416,0.301,0.423,0.344,0.403,rule,"[""监控与回滚方案"", ""异常场景处理"", ""性能瓶颈分析""]"
182,4,171,1155,0.473,0.46,0.446,0.52,0.416,0.466,llm,"[""异常场景处理"", ""监控与回滚方案""]"
182,5,65,1156,0.533,0.579,0.432,0.498,0.438,0.5084,hybrid,"[""性能瓶颈分析"", ""一致性权衡"", ""异常场景处理""]"
182,6,156,1157,0.613,0.636,0.471,0.645,0.667,0.6066,rule,"[""一致性权衡"", ""性能瓶颈分析""]"
183,1,31,1158,0.446,0.34,0.298,0.345,0.322,0.363,rule,"[""性能瓶颈分析"", ""生产环境验证""]"
183,2,58,1159,0.374,0.417,0.409,0.454,0.46,0.4146,rule,"[""一致性权衡"", ""异常场景处理""]"
183,3,23,1160,0.655,0.608,0.556,0.651,0.715,0.6347,rule,"[""监控与回滚方案"", ""异常场景处理""]"
183,4,164,1161,0.42,0.395,0.288,0.359,0.342,0.3713,rule,"[""监控与回滚方案"", ""性能瓶颈分析"", ""异常场景处理""]"
183,5,46,1162,0.546,0.566,0.525,0.517,0.456,0.5305,rule,"[""生产环境验证"", ""一致性权衡""]"
184,1,109,1163,0.796,0.597,0.666,0.648,0.624,0.6808,llm,"[""生产环境验证"", ""一致性权衡""]"
184,2,104,1164,0.848,0.753,0.825,0.917,0.88,0.8379,hybrid,"[""一致性权衡""]"
184,3,142,1165,0.613,0.58,0.69,0.5,0.547,0.5907,rule,"[""监控与回滚方案"", ""核心概念边界""]"
184,4,135,1166,0.716,0.704,0.596,0.625,0.695,0.6747,llm,"[""性能瓶颈分析"", ""生产环境验证""]"
184,5,140,1167,0.556,0.615,0.761,0.591,0.623,0.6191,rule,"[""性能瓶颈分析""]"
184,6,150,1168,0.688,0.78,0.795,0.71,0.802,0.7457,rule,"[""异常场景处理"", ""核心概念边界""]"
185,1,86,1169,0.583,0.521,0.602,0.598,0.574,0.5733,rule,"[""核心概念边界"", ""一致性权衡""]"
185,2,101,1170,0.739,0.727,0.84,0.758,0.694,0.7507,hybrid,"[""一致性权衡""]"
185,3,68,1171,0.681,0.542,0.65,0.669,0.601,0.6315,rule,"[""一致性权衡"", ""生产环境验证""]"
185,4,75,1172,0.574,0.468,0.681,0.627,0.556,0.5746,rule,"[""生产环境验证"", ""异常场景处理""]"
185,5,96,1173,0.649,0.551,0.728,0.668,0.654,0.6438,hybrid,"[""一致性权衡""]"
186,1,56,1174,0.513,0.523,0.569,0.638,0.513,0.5459,rule,"[""核心概念边界"", ""监控与回滚方案""]"
186,2,141,1175,0.803,0.762,0.885,0.73,0.757,0.7891,rule,"[""生产环境验证""]"
186,3,145,1176,0.679,0.629,0.68,0.677,0.707,0.6711,llm,"[""核心概念边界"", ""监控与回滚方案""]"
186,4,173,1177,0.711,0.661,0.738,0.719,0.659,0.6987,rule,"[""性能瓶颈分析"", ""一致性权衡""]"
186,5,61,1178,0.955,0.963,0.828,0.915,0.959,0.9287,rule,[]
186,6,182,1179,0.662,0.66,0.757,0.821,0.687,0.708,rule,"[""核心概念边界"", ""生产环境验证""]"
187,1,98,1180,0.358,0.245,0.36,0.383,0.319,0.3313,llm,"[""生产环境验证"", ""异常场景处理""]"
187,2,70,1181,0.371,0.331,0.345,0.435,0.342,0.3646,llm,"[""监控与回滚方案"", ""一致性权衡"", ""异常场景处理""]"
187,3,107,1182,0.392,0.59,0.526,0.386,0.407,0.4614,rule,"[""异常场景处理"", ""一致性权衡"", ""核心概念边界""]"
187,4,67,1183,0.272,0.314,0.379,0.451,0.345,0.3397,rule,"[""生产环境验证"", ""异常场景处理""]"
187,5,82,1184,0.553,0.519,0.615,0.555,0.432,0.5405,rule,"[""异常场景处理"", ""性能瓶颈分析""]"
187,6,91,1185,0.529,0.537,0.491,0.577,0.499,0.5285,rule,"[""异常场景处理"", ""一致性权衡"", ""生产环境验证""]"
187,7,65,1186,0.68,0.626,0.614,0.515,0.549,0.6112,llm,"[""一致性权衡"", ""核心概念边界""]"
187,8,51,1187,0.569,0.604,0.505,0.518,0.606,0.5622,rule,"[""生产环境验证"", ""监控与回滚方案""]"
188,1,52,1188,0.371,0.332,0.299,0.301,0.319,0.3312,rule,"[""一致性权衡"", ""核心概念边界"", ""监控与回滚方案""]"
188,2,149,1189,0.465,0.336,0.405,0.475,0.412,0.42,rule,"[""监控与回滚方案"", ""性能瓶颈分析"", ""生产环境验证""]"
188,3,91,1190,0.544,0.566,0.592,0.562,0.591,0.5663,llm,"[""一致性权衡"", ""异常场景处理""]"
188,4,11,1191,0.528,0.451,0.548,0.478,0.493,0.5006,rule,"[""异常场景处理"", ""核心概念边界""]"
188,5,59,1192,0.488,0.358,0.445,0.48,0.434,0.4423,rule,"[""监控与回滚方案"", ""性能瓶颈分析""]"
188,6,163,1193,0.461,0.519,0.473,0.339,0.474,0.4575,rule,"[""一致性权衡"", ""核心概念边界"", ""生产环境验证""]"
188,7,16,1194,0.595,0.493,0.558,0.596,0.487,0.5516,rule,"[""性能瓶颈分析"", ""监控与回滚方案""]"
