session_id,round,question_id,asked_question_id,correctness,depth,clarity,practicality,tradeoffs,overall_score,provenance,missing_points
45,10,PAPER_Q_0128,373,0.603,0.602,0.587,0.628,0.664,0.631,,"[""rollback and canary strategy"", ""edge case handling"", ""transaction consistency detail""]"
46,9,PAPER_Q_0013,374,0.761,0.727,0.701,0.724,0.722,0.71,,"[""transaction consistency detail"", ""edge case handling""]"
46,9,PAPER_Q_0021,375,0.653,0.614,0.675,0.657,0.596,0.621,,"[""failure mode analysis"", ""transaction consistency detail"", ""edge case handling""]"
46,9,PAPER_Q_0119,376,0.545,0.593,0.508,0.542,0.585,0.537,,"[""capacity estimation"", ""rollback and canary strategy"", ""monitoring and alerting""]"
46,9,PAPER_Q_0117,377,0.74,0.702,0.734,0.757,0.741,0.738,,"[""rollback and canary strategy"", ""transaction consistency detail""]"
46,9,PAPER_Q_0128,378,0.754,0.63,0.657,0.721,0.667,0.698,,"[""rollback and canary strategy"", ""transaction consistency detail""]"
46,9,PAPER_Q_0133,379,0.654,0.665,0.666,0.71,0.705,0.654,,"[""monitoring and alerting"", ""rollback and canary strategy"", ""failure mode analysis""]"
46,9,PAPER_Q_0126,380,0.606,0.565,0.613,0.656,0.633,0.612,,"[""transaction consistency detail"", ""monitoring and alerting"", ""capacity estimation""]"
46,9,PAPER_Q_0117,381,0.69,0.658,0.67,0.746,0.7,0.704,,"[""failure mode analysis"", ""edge case handling""]"
46,9,PAPER_Q_0118,382,0.596,0.585,0.581,0.635,0.589,0.584,,"[""failure mode analysis"", ""capacity estimation"", ""rollback and canary strategy""]"
47,8,PAPER_Q_0069,383,0.545,0.441,0.489,0.535,0.498,0.505,,"[""transaction consistency detail"", ""capacity estimation"", ""edge case handling""]"
47,8,PAPER_Q_0048,384,0.634,0.615,0.559,0.607,0.639,0.619,,"[""capacity estimation"", ""failure mode analysis"", ""monitoring and alerting""]"
47,8,PAPER_Q_0022,385,0.676,0.618,0.602,0.582,0.644,0.605,,"[""edge case handling"", ""failure mode analysis"", ""monitoring and alerting""]"
47,8,PAPER_Q_0053,386,0.601,0.61,0.575,0.6,0.63,0.612,,"[""capacity estimation"", ""monitoring and alerting"", ""transaction consistency detail""]"
47,8,PAPER_Q_0049,387,0.696,0.632,0.639,0.643,0.651,0.662,,"[""capacity estimation"", ""edge case handling"", ""rollback and canary strategy""]"
47,8,PAPER_Q_0070,388,0.567,0.585,0.508,0.613,0.556,0.549,,"[""monitoring and alerting"", ""capacity estimation"", ""transaction consistency detail""]"
47,8,PAPER_Q_0067,389,0.615,0.651,0.583,0.611,0.659,0.596,,"[""capacity estimation"", ""monitoring and alerting"", ""failure mode analysis""]"
47,8,PAPER_Q_0048,390,0.629,0.597,0.632,0.653,0.613,0.604,,"[""edge case handling"", ""rollback and canary strategy"", ""capacity estimation""]"
48,8,PAPER_Q_0021,391,0.707,0.671,0.674,0.753,0.709,0.699,,"[""monitoring and alerting"", ""transaction consistency detail""]"
48,8,PAPER_Q_0135,392,0.516,0.536,0.517,0.517,0.569,0.54,,"[""rollback and canary strategy"", ""failure mode analysis"", ""edge case handling""]"
48,8,PAPER_Q_0138,393,0.719,0.698,0.714,0.748,0.766,0.726,,"[""edge case handling"", ""failure mode analysis""]"
48,8,PAPER_Q_0131,394,0.688,0.616,0.664,0.714,0.684,0.647,,"[""capacity estimation"", ""monitoring and alerting"", ""edge case handling""]"
48,8,PAPER_Q_0007,395,0.729,0.658,0.715,0.678,0.651,0.696,,"[""capacity estimation"", ""monitoring and alerting""]"
48,8,PAPER_Q_0013,396,0.762,0.718,0.687,0.69,0.735,0.715,,"[""monitoring and alerting"", ""failure mode analysis""]"
48,8,PAPER_Q_0120,397,0.614,0.575,0.598,0.624,0.633,0.596,,"[""capacity estimation"", ""failure mode analysis"", ""transaction consistency detail""]"
48,8,PAPER_Q_0118,398,0.665,0.61,0.66,0.663,0.635,0.654,,"[""capacity estimation"", ""edge case handling"", ""monitoring and alerting""]"
49,7,PAPER_Q_0131,399,0.621,0.567,0.594,0.583,0.608,0.567,,"[""edge case handling"", ""capacity estimation"", ""transaction consistency detail""]"
49,7,PAPER_Q_0133,400,0.718,0.711,0.674,0.72,0.695,0.693,,"[""failure mode analysis"", ""edge case handling""]"
49,7,PAPER_Q_0007,401,0.748,0.719,0.747,0.763,0.774,0.721,,"[""failure mode analysis"", ""rollback and canary strategy""]"
49,7,PAPER_Q_0026,402,0.516,0.452,0.47,0.467,0.507,0.459,,"[""failure mode analysis"", ""monitoring and alerting"", ""rollback and canary strategy""]"
49,7,PAPER_Q_0022,403,0.628,0.517,0.551,0.594,0.51,0.556,,"[""transaction consistency detail"", ""rollback and canary strategy"", ""capacity estimation""]"
49,7,PAPER_Q_0133,404,0.7,0.628,0.74,0.728,0.666,0.705,,"[""edge case handling"", ""monitoring and alerting""]"
49,7,PAPER_Q_0128,405,0.725,0.672,0.628,0.674,0.653,0.687,,"[""edge case handling"", ""monitoring and alerting""]"
50,11,PAPER_Q_0029,406,0.506,0.409,0.448,0.443,0.461,0.434,,"[""rollback and canary strategy"", ""capacity estimation"", ""edge case handling""]"
50,11,PAPER_Q_0120,407,0.588,0.594,0.621,0.551,0.54,0.584,,"[""failure mode analysis"", ""rollback and canary strategy"", ""edge case handling""]"
50,11,PAPER_Q_0019,408,0.753,0.606,0.706,0.624,0.583,0.659,,"[""failure mode analysis"", ""rollback and canary strategy"", ""edge case handling""]"
50,11,PAPER_Q_0021,409,0.723,0.594,0.673,0.644,0.632,0.647,,"[""capacity estimation"", ""failure mode analysis"", ""rollback and canary strategy""]"
50,11,PAPER_Q_0029,410,0.515,0.431,0.468,0.488,0.501,0.466,,"[""rollback and canary strategy"", ""failure mode analysis"", ""edge case handling""]"
50,11,PAPER_Q_0136,411,0.659,0.648,0.64,0.656,0.61,0.625,,"[""rollback and canary strategy"", ""monitoring and alerting"", ""edge case handling""]"
50,11,PAPER_Q_0022,412,0.637,0.616,0.555,0.627,0.573,0.61,,"[""failure mode analysis"", ""edge case handling"", ""monitoring and alerting""]"
50,11,PAPER_Q_0001,413,0.577,0.501,0.528,0.537,0.498,0.553,,"[""monitoring and alerting"", ""rollback and canary strategy"", ""capacity estimation""]"
50,11,PAPER_Q_0027,414,0.594,0.559,0.55,0.583,0.581,0.566,,"[""edge case handling"", ""failure mode analysis"", ""capacity estimation""]"
50,11,PAPER_Q_0131,415,0.663,0.611,0.651,0.599,0.6,0.609,,"[""transaction consistency detail"", ""monitoring and alerting"", ""capacity estimation""]"
50,11,PAPER_Q_0085,416,0.556,0.512,0.485,0.536,0.532,0.527,,"[""transaction consistency detail"", ""failure mode analysis"", ""rollback and canary strategy""]"
51,10,PAPER_Q_0108,417,0.454,0.397,0.465,0.402,0.374,0.429,,"[""rollback and canary strategy"", ""transaction consistency detail"", ""monitoring and alerting""]"
51,10,PAPER_Q_0013,418,0.784,0.657,0.706,0.699,0.71,0.721,,"[""transaction consistency detail"", ""failure mode analysis""]"
51,10,PAPER_Q_0113,419,0.736,0.588,0.637,0.678,0.671,0.665,,"[""capacity estimation"", ""edge case handling"", ""monitoring and alerting""]"
51,10,PAPER_Q_0021,420,0.74,0.664,0.722,0.678,0.694,0.68,,"[""edge case handling"", ""failure mode analysis"", ""transaction consistency detail""]"
51,10,PAPER_Q_0124,421,0.704,0.607,0.696,0.651,0.62,0.668,,"[""edge case handling"", ""failure mode analysis"", ""monitoring and alerting""]"
51,10,PAPER_Q_0129,422,0.715,0.665,0.682,0.702,0.678,0.673,,"[""monitoring and alerting"", ""failure mode analysis"", ""capacity estimation""]"
51,10,PAPER_Q_0138,423,0.687,0.612,0.644,0.62,0.66,0.638,,"[""edge case handling"", ""failure mode analysis"", ""monitoring and alerting""]"
51,10,PAPER_Q_0015,424,0.71,0.587,0.694,0.613,0.56,0.628,,"[""failure mode analysis"", ""edge case handling"", ""monitoring and alerting""]"
51,10,PAPER_Q_0124,425,0.738,0.67,0.641,0.659,0.705,0.682,,"[""capacity estimation"", ""monitoring and alerting""]"
51,10,PAPER_Q_0126,426,0.573,0.536,0.541,0.498,0.523,0.545,,"[""capacity estimation"", ""rollback and canary strategy"", ""monitoring and alerting""]"
52,8,PAPER_Q_0131,427,0.75,0.748,0.742,0.796,0.816,0.761,,"[""failure mode analysis"", ""edge case handling""]"
52,8,PAPER_Q_0035,428,0.692,0.639,0.617,0.71,0.708,0.686,,"[""monitoring and alerting"", ""capacity estimation""]"
52,8,PAPER_Q_0023,429,0.661,0.616,0.628,0.606,0.638,0.626,,"[""edge case handling"", ""capacity estimation"", ""monitoring and alerting""]"
52,8,PAPER_Q_0008,430,0.618,0.625,0.641,0.607,0.635,0.629,,"[""transaction consistency detail"", ""monitoring and alerting"", ""capacity estimation""]"
52,8,PAPER_Q_0010,431,0.623,0.543,0.559,0.611,0.611,0.606,,"[""transaction consistency detail"", ""failure mode analysis"", ""capacity estimation""]"
52,8,PAPER_Q_0085,432,0.704,0.653,0.617,0.69,0.699,0.657,,"[""capacity estimation"", ""transaction consistency detail"", ""failure mode analysis""]"
52,8,PAPER_Q_0106,433,0.646,0.623,0.642,0.58,0.647,0.632,,"[""capacity estimation"", ""edge case handling"", ""rollback and canary strategy""]"
52,8,PAPER_Q_0009,434,0.631,0.624,0.547,0.621,0.672,0.627,,"[""edge case handling"", ""rollback and canary strategy"", ""capacity estimation""]"
53,7,PAPER_Q_0120,435,0.657,0.665,0.614,0.662,0.685,0.629,,"[""transaction consistency detail"", ""failure mode analysis"", ""monitoring and alerting""]"
53,7,PAPER_Q_0113,436,0.785,0.731,0.782,0.799,0.796,0.772,,"[""edge case handling"", ""monitoring and alerting""]"
53,7,PAPER_Q_0136,437,0.679,0.696,0.704,0.659,0.702,0.663,,"[""rollback and canary strategy"", ""monitoring and alerting"", ""capacity estimation""]"
53,7,PAPER_Q_0118,438,0.734,0.654,0.663,0.699,0.694,0.671,,"[""failure mode analysis"", ""monitoring and alerting"", ""capacity estimation""]"
53,7,PAPER_Q_0133,439,0.802,0.711,0.731,0.8,0.798,0.777,,"[""capacity estimation"", ""monitoring and alerting""]"
53,7,PAPER_Q_0113,440,0.698,0.658,0.709,0.743,0.74,0.695,,"[""failure mode analysis"", ""capacity estimation""]"
53,7,PAPER_Q_0138,441,0.764,0.732,0.735,0.75,0.764,0.755,,"[""failure mode analysis"", ""capacity estimation""]"
54,7,PAPER_Q_0022,442,0.653,0.693,0.646,0.661,0.666,0.659,,"[""transaction consistency detail"", ""edge case handling"", ""rollback and canary strategy""]"
54,7,PAPER_Q_0070,443,0.581,0.606,0.565,0.58,0.619,0.559,,"[""monitoring and alerting"", ""edge case handling"", ""transaction consistency detail""]"
54,7,PAPER_Q_0027,444,0.632,0.636,0.651,0.62,0.638,0.642,,"[""failure mode analysis"", ""transaction consistency detail"", ""edge case handling""]"
54,7,PAPER_Q_0057,445,0.654,0.685,0.639,0.691,0.687,0.641,,"[""failure mode analysis"", ""edge case handling"", ""monitoring and alerting""]"
54,7,PAPER_Q_0047,446,0.724,0.663,0.705,0.696,0.673,0.675,,"[""capacity estimation"", ""edge case handling"", ""rollback and canary strategy""]"
54,7,PAPER_Q_0022,447,0.721,0.722,0.701,0.673,0.695,0.718,,"[""monitoring and alerting"", ""edge case handling""]"
54,7,PAPER_Q_0067,448,0.669,0.6,0.665,0.678,0.598,0.661,,"[""rollback and canary strategy"", ""edge case handling"", ""capacity estimation""]"
55,11,PAPER_Q_0126,449,0.467,0.373,0.451,0.422,0.435,0.449,,"[""transaction consistency detail"", ""capacity estimation"", ""rollback and canary strategy""]"
55,11,PAPER_Q_0124,450,0.547,0.455,0.477,0.516,0.437,0.51,,"[""rollback and canary strategy"", ""failure mode analysis"", ""capacity estimation""]"
55,11,PAPER_Q_0012,451,0.673,0.58,0.536,0.573,0.562,0.616,,"[""rollback and canary strategy"", ""transaction consistency detail"", ""edge case handling""]"
55,11,PAPER_Q_0134,452,0.728,0.608,0.657,0.699,0.701,0.697,,"[""rollback and canary strategy"", ""edge case handling""]"
55,11,PAPER_Q_0015,453,0.556,0.533,0.566,0.548,0.554,0.566,,"[""transaction consistency detail"", ""rollback and canary strategy"", ""capacity estimation""]"
55,11,PAPER_Q_0024,454,0.706,0.665,0.689,0.715,0.727,0.712,,"[""monitoring and alerting"", ""transaction consistency detail""]"
55,11,PAPER_Q_0122,455,0.705,0.617,0.65,0.661,0.67,0.655,,"[""failure mode analysis"", ""edge case handling"", ""transaction consistency detail""]"
55,11,PAPER_Q_0129,456,0.578,0.505,0.516,0.529,0.506,0.52,,"[""monitoring and alerting"", ""capacity estimation"", ""edge case handling""]"
55,11,PAPER_Q_0133,457,0.527,0.488,0.479,0.483,0.515,0.502,,"[""monitoring and alerting"", ""capacity estimation"", ""rollback and canary strategy""]"
55,11,PAPER_Q_0107,458,0.573,0.557,0.567,0.518,0.494,0.548,,"[""transaction consistency detail"", ""rollback and canary strategy"", ""edge case handling""]"
55,11,PAPER_Q_0117,459,0.5,0.448,0.484,0.48,0.444,0.453,,"[""rollback and canary strategy"", ""monitoring and alerting"", ""capacity estimation""]"
56,11,PAPER_Q_0110,460,0.461,0.409,0.365,0.377,0.429,0.391,,"[""capacity estimation"", ""edge case handling"", ""transaction consistency detail""]"
56,11,PAPER_Q_0012,461,0.675,0.623,0.605,0.663,0.637,0.65,,"[""transaction consistency detail"", ""capacity estimation"", ""edge case handling""]"
56,11,PAPER_Q_0015,462,0.59,0.537,0.549,0.603,0.56,0.583,,"[""monitoring and alerting"", ""transaction consistency detail"", ""capacity estimation""]"
56,11,PAPER_Q_0124,463,0.576,0.457,0.534,0.48,0.422,0.517,,"[""rollback and canary strategy"", ""monitoring and alerting"", ""edge case handling""]"
56,11,PAPER_Q_0134,464,0.667,0.53,0.597,0.634,0.534,0.582,,"[""rollback and canary strategy"", ""edge case handling"", ""monitoring and alerting""]"
56,11,PAPER_Q_0021,465,0.604,0.471,0.534,0.542,0.464,0.518,,"[""monitoring and alerting"", ""edge case handling"", ""failure mode analysis""]"
56,11,PAPER_Q_0122,466,0.669,0.545,0.65,0.647,0.608,0.625,,"[""rollback and canary strategy"", ""transaction consistency detail"", ""monitoring and alerting""]"
56,11,PAPER_Q_0107,467,0.597,0.524,0.634,0.606,0.611,0.597,,"[""rollback and canary strategy"", ""capacity estimation"", ""failure mode analysis""]"
56,11,PAPER_Q_0007,468,0.576,0.503,0.52,0.502,0.515,0.505,,"[""transaction consistency detail"", ""monitoring and alerting"", ""failure mode analysis""]"
56,11,PAPER_Q_0134,469,0.643,0.561,0.54,0.574,0.562,0.583,,"[""edge case handling"", ""rollback and canary strategy"", ""failure mode analysis""]"
56,11,PAPER_Q_0138,470,0.461,0.443,0.496,0.467,0.451,0.482,,"[""transaction consistency detail"", ""capacity estimation"", ""rollback and canary strategy""]"
57,11,PAPER_Q_0113,471,0.571,0.472,0.516,0.51,0.471,0.517,,"[""edge case handling"", ""failure mode analysis"", ""capacity estimation""]"
57,11,PAPER_Q_0024,472,0.668,0.588,0.605,0.556,0.565,0.579,,"[""transaction consistency detail"", ""monitoring and alerting"", ""rollback and canary strategy""]"
57,11,PAPER_Q_0107,473,0.676,0.647,0.648,0.664,0.661,0.649,,"[""monitoring and alerting"", ""failure mode analysis"", ""transaction consistency detail""]"
57,11,PAPER_Q_0129,474,0.623,0.519,0.532,0.59,0.591,0.547,,"[""capacity estimation"", ""edge case handling"", ""rollback and canary strategy""]"
57,11,PAPER_Q_0133,475,0.642,0.592,0.567,0.552,0.573,0.589,,"[""failure mode analysis"", ""rollback and canary strategy"", ""monitoring and alerting""]"
57,11,PAPER_Q_0021,476,0.615,0.51,0.578,0.556,0.571,0.55,,"[""monitoring and alerting"", ""capacity estimation"", ""transaction consistency detail""]"
57,11,PAPER_Q_0113,477,0.532,0.439,0.438,0.437,0.423,0.479,,"[""monitoring and alerting"", ""failure mode analysis"", ""rollback and canary strategy""]"
57,11,PAPER_Q_0122,478,0.714,0.564,0.577,0.569,0.552,0.596,,"[""monitoring and alerting"", ""edge case handling"", ""transaction consistency detail""]"
57,11,PAPER_Q_0024,479,0.569,0.531,0.504,0.573,0.591,0.568,,"[""failure mode analysis"", ""capacity estimation"", ""transaction consistency detail""]"
57,11,PAPER_Q_0129,480,0.526,0.451,0.469,0.459,0.464,0.453,,"[""monitoring and alerting"", ""capacity estimation"", ""edge case handling""]"
57,11,PAPER_Q_0116,481,0.558,0.487,0.525,0.524,0.502,0.508,,"[""failure mode analysis"", ""capacity estimation"", ""transaction consistency detail""]"
58,10,PAPER_Q_0001,482,0.48,0.401,0.404,0.488,0.428,0.43,,"[""failure mode analysis"", ""rollback and canary strategy"", ""transaction consistency detail""]"
58,10,PAPER_Q_0107,483,0.806,0.661,0.717,0.709,0.682,0.695,,"[""rollback and canary strategy"", ""capacity estimation""]"
58,10,PAPER_Q_0015,484,0.735,0.627,0.658,0.635,0.657,0.679,,"[""edge case handling"", ""capacity estimation"", ""failure mode analysis""]"
58,10,PAPER_Q_0005,485,0.763,0.689,0.611,0.706,0.664,0.708,,"[""capacity estimation"", ""edge case handling""]"
58,10,PAPER_Q_0022,486,0.62,0.54,0.487,0.531,0.499,0.547,,"[""capacity estimation"", ""rollback and canary strategy"", ""monitoring and alerting""]"
58,10,PAPER_Q_0128,487,0.72,0.673,0.66,0.666,0.643,0.676,,"[""monitoring and alerting"", ""failure mode analysis"", ""transaction consistency detail""]"
58,10,PAPER_Q_0012,488,0.732,0.624,0.656,0.683,0.634,0.658,,"[""transaction consistency detail"", ""failure mode analysis"", ""rollback and canary strategy""]"
58,10,PAPER_Q_0015,489,0.6,0.47,0.476,0.513,0.531,0.501,,"[""transaction consistency detail"", ""monitoring and alerting"", ""rollback and canary strategy""]"
58,10,PAPER_Q_0059,490,0.657,0.627,0.603,0.566,0.549,0.615,,"[""edge case handling"", ""rollback and canary strategy"", ""transaction consistency detail""]"
58,10,PAPER_Q_0133,491,0.56,0.551,0.534,0.535,0.543,0.531,,"[""capacity estimation"", ""transaction consistency detail"", ""rollback and canary strategy""]"
59,7,PAPER_Q_0110,492,0.602,0.532,0.565,0.538,0.53,0.551,,"[""failure mode analysis"", ""capacity estimation"", ""transaction consistency detail""]"
59,7,PAPER_Q_0138,493,0.653,0.641,0.637,0.64,0.629,0.625,,"[""monitoring and alerting"", ""transaction consistency detail"", ""capacity estimation""]"
59,7,PAPER_Q_0130,494,0.741,0.688,0.73,0.722,0.75,0.733,,"[""monitoring and alerting"", ""transaction consistency detail""]"
59,7,PAPER_Q_0021,495,0.644,0.559,0.555,0.547,0.54,0.596,,"[""edge case handling"", ""rollback and canary strategy"", ""transaction consistency detail""]"
59,7,PAPER_Q_0013,496,0.672,0.623,0.554,0.553,0.602,0.596,,"[""transaction consistency detail"", ""failure mode analysis"", ""monitoring and alerting""]"
59,7,PAPER_Q_0024,497,0.739,0.675,0.669,0.675,0.664,0.671,,"[""capacity estimation"", ""monitoring and alerting"", ""rollback and canary strategy""]"
59,7,PAPER_Q_0122,498,0.677,0.634,0.61,0.598,0.664,0.626,,"[""capacity estimation"", ""rollback and canary strategy"", ""transaction consistency detail""]"
60,11,PAPER_Q_0019,499,0.733,0.597,0.601,0.617,0.571,0.621,,"[""failure mode analysis"", ""capacity estimation"", ""rollback and canary strategy""]"
60,11,PAPER_Q_0021,500,0.612,0.515,0.604,0.569,0.562,0.554,,"[""failure mode analysis"", ""rollback and canary strategy"", ""transaction consistency detail""]"
60,11,PAPER_Q_0129,501,0.649,0.629,0.608,0.602,0.57,0.623,,"[""rollback and canary strategy"", ""transaction consistency detail"", ""edge case handling""]"
60,11,PAPER_Q_0015,502,0.673,0.601,0.621,0.6,0.578,0.605,,"[""monitoring and alerting"", ""capacity estimation"", ""edge case handling""]"
60,11,PAPER_Q_0013,503,0.668,0.619,0.631,0.613,0.635,0.649,,"[""edge case handling"", ""failure mode analysis"", ""monitoring and alerting""]"
60,11,PAPER_Q_0002,504,0.739,0.727,0.703,0.715,0.691,0.718,,"[""failure mode analysis"", ""rollback and canary strategy""]"
60,11,PAPER_Q_0133,505,0.659,0.617,0.626,0.62,0.586,0.631,,"[""capacity estimation"", ""transaction consistency detail"", ""monitoring and alerting""]"
60,11,PAPER_Q_0031,506,0.627,0.571,0.55,0.531,0.559,0.578,,"[""rollback and canary strategy"", ""transaction consistency detail"", ""failure mode analysis""]"
60,11,PAPER_Q_0059,507,0.755,0.726,0.636,0.707,0.669,0.699,,"[""transaction consistency detail"", ""failure mode analysis""]"
60,11,PAPER_Q_0019,508,0.585,0.487,0.583,0.578,0.547,0.549,,"[""rollback and canary strategy"", ""transaction consistency detail"", ""edge case handling""]"
60,11,PAPER_Q_0024,509,0.698,0.671,0.601,0.694,0.683,0.687,,"[""failure mode analysis"", ""monitoring and alerting""]"
61,9,PAPER_Q_0034,510,0.616,0.647,0.657,0.693,0.704,0.636,,"[""failure mode analysis"", ""monitoring and alerting"", ""capacity estimation""]"
61,9,PAPER_Q_0092,511,0.752,0.75,0.737,0.792,0.778,0.741,,"[""monitoring and alerting"", ""capacity estimation""]"
61,9,PAPER_Q_0097,512,0.633,0.674,0.64,0.627,0.629,0.662,,"[""capacity estimation"", ""rollback and canary strategy"", ""transaction consistency detail""]"
61,9,PAPER_Q_0082,513,0.637,0.652,0.708,0.662,0.655,0.654,,"[""monitoring and alerting"", ""rollback and canary strategy"", ""edge case handling""]"
61,9,PAPER_Q_0080,514,0.688,0.663,0.763,0.768,0.752,0.704,,"[""monitoring and alerting"", ""capacity estimation""]"
61,9,PAPER_Q_0079,515,0.716,0.735,0.684,0.745,0.759,0.729,,"[""failure mode analysis"", ""monitoring and alerting""]"
61,9,PAPER_Q_0098,516,0.752,0.79,0.767,0.714,0.707,0.742,,"[""rollback and canary strategy"", ""monitoring and alerting""]"
61,9,PAPER_Q_0099,517,0.618,0.62,0.64,0.64,0.642,0.635,,"[""transaction consistency detail"", ""capacity estimation"", ""edge case handling""]"
61,9,PAPER_Q_0072,518,0.739,0.75,0.776,0.705,0.769,0.764,,"[""failure mode analysis"", ""capacity estimation""]"
62,10,PAPER_Q_0035,519,0.69,0.695,0.731,0.737,0.722,0.725,,"[""rollback and canary strategy"", ""capacity estimation""]"
62,10,PAPER_Q_0001,520,0.66,0.656,0.691,0.737,0.746,0.688,,"[""edge case handling"", ""monitoring and alerting""]"
62,10,PAPER_Q_0022,521,0.716,0.753,0.757,0.68,0.748,0.712,,"[""capacity estimation"", ""transaction consistency detail""]"
62,10,PAPER_Q_0131,522,0.752,0.739,0.807,0.77,0.789,0.777,,"[""monitoring and alerting"", ""capacity estimation""]"
62,10,PAPER_Q_0027,523,0.693,0.665,0.705,0.709,0.646,0.679,,"[""edge case handling"", ""monitoring and alerting"", ""transaction consistency detail""]"
62,10,PAPER_Q_0085,524,0.724,0.794,0.779,0.775,0.784,0.771,,"[""transaction consistency detail"", ""failure mode analysis""]"
62,10,PAPER_Q_0019,525,0.727,0.738,0.801,0.811,0.747,0.75,,"[""transaction consistency detail"", ""edge case handling""]"
62,10,PAPER_Q_0015,526,0.778,0.749,0.783,0.762,0.751,0.739,,"[""capacity estimation"", ""transaction consistency detail""]"
62,10,PAPER_Q_0010,527,0.608,0.605,0.561,0.647,0.619,0.59,,"[""monitoring and alerting"", ""transaction consistency detail"", ""failure mode analysis""]"
62,10,PAPER_Q_0035,528,0.725,0.679,0.744,0.715,0.747,0.737,,"[""transaction consistency detail"", ""rollback and canary strategy""]"
63,10,PAPER_Q_0023,529,0.68,0.693,0.618,0.623,0.629,0.641,,"[""rollback and canary strategy"", ""monitoring and alerting"", ""failure mode analysis""]"
63,10,PAPER_Q_0127,530,0.61,0.668,0.648,0.636,0.687,0.645,,"[""edge case handling"", ""failure mode analysis"", ""transaction consistency detail""]"
63,10,PAPER_Q_0131,531,0.811,0.833,0.838,0.815,0.837,0.806,,"[""monitoring and alerting"", ""edge case handling""]"
63,10,PAPER_Q_0110,532,0.785,0.76,0.74,0.768,0.718,0.772,,"[""failure mode analysis"", ""capacity estimation""]"
63,10,PAPER_Q_0032,533,0.65,0.658,0.658,0.665,0.634,0.644,,"[""rollback and canary strategy"", ""monitoring and alerting"", ""edge case handling""]"
63,10,PAPER_Q_0021,534,0.837,0.802,0.872,0.812,0.8,0.797,,"[""rollback and canary strategy"", ""failure mode analysis""]"
63,10,PAPER_Q_0108,535,0.666,0.692,0.62,0.641,0.67,0.675,,"[""capacity estimation"", ""edge case handling"", ""transaction consistency detail""]"
63,10,PAPER_Q_0023,536,0.609,0.634,0.58,0.608,0.664,0.589,,"[""transaction consistency detail"", ""monitoring and alerting"", ""rollback and canary strategy""]"
63,10,PAPER_Q_0013,537,0.783,0.74,0.796,0.771,0.765,0.755,,"[""failure mode analysis"", ""monitoring and alerting""]"
63,10,PAPER_Q_0117,538,0.713,0.751,0.738,0.739,0.735,0.732,,"[""rollback and canary strategy"", ""capacity estimation""]"
64,4,PAPER_Q_0043,539,0.712,0.602,0.615,0.609,0.627,0.626,,"[""failure mode analysis"", ""rollback and canary strategy"", ""transaction consistency detail""]"
64,4,PAPER_Q_0047,540,0.604,0.512,0.507,0.581,0.59,0.536,,"[""rollback and canary strategy"", ""edge case handling"", ""capacity estimation""]"
64,4,PAPER_Q_0022,541,0.653,0.535,0.566,0.58,0.552,0.578,,"[""capacity estimation"", ""failure mode analysis"", ""monitoring and alerting""]"
64,4,PAPER_Q_0068,542,0.572,0.59,0.525,0.558,0.555,0.572,,"[""failure mode analysis"", ""edge case handling"", ""rollback and canary strategy""]"
65,8,PAPER_Q_0101,543,0.663,0.59,0.532,0.592,0.633,0.608,,"[""failure mode analysis"", ""transaction consistency detail"", ""edge case handling""]"
65,8,PAPER_Q_0098,544,0.629,0.541,0.567,0.572,0.606,0.557,,"[""edge case handling"", ""failure mode analysis"", ""capacity estimation""]"
65,8,PAPER_Q_0092,545,0.615,0.491,0.499,0.566,0.538,0.535,,"[""transaction consistency detail"", ""rollback and canary strategy"", ""edge case handling""]"
65,8,PAPER_Q_0083,546,0.573,0.513,0.478,0.587,0.586,0.522,,"[""failure mode analysis"", ""capacity estimation"", ""transaction consistency detail""]"
65,8,PAPER_Q_0095,547,0.744,0.711,0.669,0.668,0.713,0.68,,"[""monitoring and alerting"", ""transaction consistency detail""]"
65,8,PAPER_Q_0001,548,0.651,0.535,0.569,0.534,0.53,0.551,,"[""edge case handling"", ""capacity estimation"", ""rollback and canary strategy""]"
65,8,PAPER_Q_0079,549,0.592,0.541,0.515,0.587,0.571,0.582,,"[""failure mode analysis"", ""monitoring and alerting"", ""capacity estimation""]"
65,8,PAPER_Q_0087,550,0.638,0.665,0.547,0.618,0.629,0.619,,"[""capacity estimation"", ""failure mode analysis"", ""transaction consistency detail""]"
66,11,PAPER_Q_0053,551,0.523,0.518,0.466,0.557,0.562,0.508,,"[""capacity estimation"", ""failure mode analysis"", ""monitoring and alerting""]"
66,11,PAPER_Q_0038,552,0.667,0.617,0.517,0.601,0.622,0.599,,"[""rollback and canary strategy"", ""edge case handling"", ""capacity estimation""]"
66,11,PAPER_Q_0022,553,0.632,0.57,0.493,0.536,0.503,0.564,,"[""transaction consistency detail"", ""rollback and canary strategy"", ""edge case handling""]"
66,11,PAPER_Q_0047,554,0.644,0.632,0.547,0.615,0.575,0.591,,"[""capacity estimation"", ""edge case handling"", ""failure mode analysis""]"
66,11,PAPER_Q_0067,555,0.657,0.608,0.494,0.527,0.533,0.586,,"[""capacity estimation"", ""failure mode analysis"", ""monitoring and alerting""]"
66,11,PAPER_Q_0027,556,0.606,0.571,0.508,0.498,0.515,0.558,,"[""edge case handling"", ""failure mode analysis"", ""transaction consistency detail""]"
